TestBrand,TestModel,30500.0,756.0,154.0,180.0,450.0,300.0,Test,
Audi,A4 Berlina,0,1575,143,184,476,495,Business 30 TDI S tronic,
Audi,A4 SW,0,1575,149,184,476,650,Business 30 TDI S tronic,
Toyota,Yaris,0,1250,150,180,399,320,2WD Hybrid,
Volkswagen,Polo,0,1590,145,175,407,351,1.0 Benzina,
Toyota,C-HR,34450.0,1520.0,160.0,183.0,436.0,310.0,2WD Hybrid,

